,Date,Rating,Title,Review
792,3 November 2015,50,Amazing atmosphere,Loved this place so much. The staff are super friendly and the food was amazing. Reasonably priced and perfectly located. Loved the souvenirs.
793,3 November 2015,40,Hard Rock Cafe of New York,"I highly recommend for steak and burgers enthusiasts. Solid cousin, maybe a little overpriced but still good food. Big dishes tasty. Nothing to complain."
794,3 November 2015,40,As expected,"Chain with same menu, but good. Shopping also same as usual. Staff not helpful at all with same cramped store"
795,3 November 2015,50,Fantastic!,"Always visit a Hard Rock where possible and this Hard Rock didn't disappoint. Great restaurant, food and service. Definitely worth a visit if in New York."
796,2 November 2015,50,Great Pizza and appetizers!!,"While visiting New York, I always get a souvenir from Hard Rock establishments and decided to have lunch and ate some amazing food!!! Not being known for their food, I was totally surprised how fresh everything tasted!"
797,1 November 2015,50,Fine taste,"Must visit when you are in time square,which is close place. Taste is not only the factor,but pleasing environment for dining. Like other places,this branch also established professional manner"
798,31 October 2015,50,Great experience,"First visit to any Hard Rock Cafe. They didn't disappoint, the service and food was excellent. We had cocktails too which were really good. To top it off we saw David Baddiel but my wife was too chicken to say hello."
799,30 October 2015,50,Good value for money,A typical Hard Rock Cafe situated in the middle of Times Square. Both food and drink were reasonably priced and tasted good. There was a really nice atmosphere and if you want to watch sport there is a large screen.
800,30 October 2015,50,Great meal out,Wonderful atmosphere in a classic hard rock venue. Great food and drink. Would go back again. Enjoy the alcohol free cocktails!
801,28 October 2015,40,They have the nicer staff in NYC,"I like music and I was happy to see all the collection guitars, shoes, dresses, etc belonging to ""the very best"" They had even the Abbey road real doors !! The food is very good, really tasty, and the staff was very very nice."
802,28 October 2015,50,Great evening in easy surroundings,Been to several HRC and they never fail to satisfy. NYC Times Square Cafe is as good if not better than most. From the mayhem outside to a great atmosphere inside!
803,28 October 2015,40,Nice experience,"A little slow at the bar, but nice people doing a nice job! Centrally located in the heart of time square."
804,28 October 2015,50,Great Burger,"We were disappointed to find a queue at the Hard Rock Cafe and a half hour wait. We opted to take a seat at the bar and were able to eat there instead of waiting. Really great atmosphere and burger, very American!"
805,28 October 2015,50,"Great atmosphere, food and gift shop!","Very impressed with this store, they have everything you'd expect from a Hard Rock franchise, however is the people that works there that make it special, not over the top, just right. I had a great lunch there too."
806,28 October 2015,40,Good food but freezing cold inside,There is a lot of music memorabilia to look at. The food is good. However it is very cold inside and for us the music was far too loud.
807,27 October 2015,50,hard rock cafe as usual,"a MUST in new york! it's a nice place, a spectacular wall with only guitars. the food is the same as allover. so we entered only to the shop to buy some stuff."
808,27 October 2015,30,Just another Hard Rock Cafe,"There was nothing special about this HRC. Decent food and rock and roll atmosphere with lots of memorabilia. If you have never been to one then it is interesting but if you have been to any other one, nothing new here to see."
809,27 October 2015,30,Typical Hard Rock Tourist Trap,"Food is OK, but price, drinks are good but pricey. This is a Gard Rock Cafe, not too different tan others, pretty much exclusively for tourists or people that have not yer visited a Gard Rock Cagfe."
810,26 October 2015,40,Love The Atmospher,"Wow..just wow.. I went to 3 different hard rock cafe on my last trip.. and this HRC is the best. from the rock shop's collection, the atmospher, the location, the crwods, everything... The staffs also very helpful."
811,26 October 2015,40,Midnight stop,"Checked out the memorabilia , Beatles outfits from Ed Sullivan Show , Lady Gaga from Madame Treaseau's , Guitar wall!!! ... fun stuff... great bathrooms..."
812,26 October 2015,30,"Good service, average food","The hard rock is overrated, I've been to a few and this wasn't anything spectacular. Crazy busy in this place, waited for 45 minutes for a table for two. Our server was great though as were most of the other waiters."
813,25 October 2015,50,Interesting,"Situated in bustling Times Square this is a very busy restaurant with pleasant and efficient staff, the food is good and the decor is brilliant. You could spend half an hour looking at the wall displays of music memorabilia. Well worth a visit."
814,25 October 2015,40,Nice restaurant,The food was ok. I ordered a hamburger well done and it was almost well done. The decor is nice. Staff was very professional and friendly.
815,25 October 2015,50,Great atmostphere,"I love the laid back atmosphere, with the rock and top 20's music blaring. The food is great and in a centralized location in Times Square."
816,24 October 2015,40,Hardrock review,"Good dining experience. Bit pricey but you expect that for- 1) the chain & 20) Its location. Good service, a little noisy but great for music memorabilia lovers. I myself spent little time at the table, preferring to look around"
817,22 October 2015,40,"""Great Visit to check out all the Musician's History of our Time & More""",We throughly enjoyed all the history of the Musician's of their time and to see all of the musical instruments right down to Billy Joel's motor bike. Friendly staff and well worth the visit if you are musically inclined.
